id,name,urlname,link,rating,created,description,member_id,mname
14586222,Delhi Squash Meetup,Delhi-Squash-Meetup,https://www.meetup.com/Delhi-Squash-Meetup/,0,1400662781e3,This group is for people who are looking to play squash in delhi,64090932,Pankaj Wadhawan
14587722,Delhi Football Meetup,Delhi-Football-Meetup,https://www.meetup.com/Delhi-Football-Meetup/,0,1400672792e3,"<p>Football - play it, watch it, follow it, discuss it , live it. You do either? Then this is the group for you.</p>
<p>Here love for the game takes precedence over personal choices of clubs, leagues and players.</p>
<p>There will be meetups for big games, for tournaments participation and for general heated football debates over a mug of Beer.</p>
<p>Your passion scores the winners here, so be active!</p>",124696762,Ishan Agnihotri
14588942,SPEAK IN ENGLISH,SPEAK-IN-ENGLISH,https://www.meetup.com/SPEAK-IN-ENGLISH/,0,1400679621e3,"This is a group for anyone interested in speaking English,want to be perfect in speaking",147691472,Rajender Singh Negi
14590922,Embedded Enthusiasts,Embedded-Enthusiasts,https://www.meetup.com/Embedded-Enthusiasts/,0,1400686625e3,Interested in embedded system design and implementation concepts...Join us!!! People with varied skill set are welcome...lets learn from each other and design exciting devices for varied applications.,94652942,Dheeraj Kaushik
14592022,Delhi squash and racquet sports Meetup,Delhi-squash-and-racquet-sports-Meetup,https://www.meetup.com/Delhi-squash-and-racquet-sports-Meetup/,0,1400690232e3,This is a group for people wanting to play squash,147717302,Pinaki Sarkar
14601942,Gurgaon Toastmasters Meetup,Gurgaon-Toastmasters-Meetup,https://www.meetup.com/Gurgaon-Toastmasters-Meetup/,5,1400724884e3,"<p>This group is for people who believe that practising public speaking is a continuous process and are looking for a platform to improve their skills. This group is also open for those who want to develop effective leadership skills. Members of this group include professionals, students, freelancers, businessmen, housewives and retired professionals. The only thing required from each person is commitment!!</p>",147741382,Anurag Jindal
14602812,ThoughtWorks Geek Night - NCR,Geek-Night-NCR,https://www.meetup.com/Geek-Night-NCR/,4.59,1400728665e3,"<p>This is a monthly/bi-monthly event hosted by Thoughtworks. It's about technology, ruby, rails , java ,javascript, hadoop, big data, devops and much more.</p>
<p>This includes, presentations, workshops, talks about different technologies.</p>
<p>And it's free.</p>
<p>So in case you are in or around Delhi, you should definitely join this group.</p>",123583892,Avinash Chugh
14603902,Alternative Healing,Alternative-Therapy,https://www.meetup.com/Alternative-Therapy/,0,1400732616e3,"Well ! It would be great that if we get together to put growing /ageing in the reverse order. For that the only instrument available to us is our bodies. Let us take good care and indulge in activities which kids would indulge in like Skating, swimming etc. and pledge lead a medicine free life.",146219042,rama
14604212,Passionate Travellers,Passionate-Travellers,https://www.meetup.com/Passionate-Travellers/,5,1400734118e3,"<p>We would love to travel with Travelers rather than Tourists so people if you&nbsp;<span>love wanderlust, adventure, exploration and getting lost in Wilderness then you are at the right place because&nbsp;</span><span>Wilderness within wilderness, spontaneity and the freeing of the spirit - that is what we are about! If you are willing to give up on printed itineraries and familiar faces , hop on this ride for some life-altering adventures!</span></p>
<p><br></p>
<p><span>Travel with the travelers. We promise you journeys that change perception!!</span> <br> </p>
<p><img src=""http://photos4.meetupstatic.com/photos/event/8/1/8/600_387722072.jpeg""></p>
<p><span>An itinerary is not a journey.Your Journey is the one with no one behind you and no one to follow..We will lead you to where only you want to get.</span></p>
<p><span>For Visual Treat to some of our TRAVELS</span></p>
<p><span>Please click on below given link:-</span></p>
<p><span><a href=""https://www.flickr.com/photos/fireballs666/"" class=""linkified"">https://www.flickr.com/photos/fireballs666/</a> <br> </span></p>
<p><a href=""https://www.flickr.com/photos/57788091@N06/"" class=""linkified"">https://www.flickr.com/photos/57788091@N06/</a> <br> </p>
<p><span>IN SHORT 'To TRAVEL is TO LIVE'..</span></p>
<p><span>#keepontravelling</span></p>
<br>
<br>
<br>",136282092,lakshay gumber
14606142,Delhi YouTube Meetup,Delhi-YouTube-Meetup,https://www.meetup.com/Delhi-YouTube-Meetup/,0,1400745366e3,"Hi All, This is a Group for people who already have a YouTube channel and would like to network, Share knowledge, collab. , and just get to know other YouTubers face-to-face.",114885932,Roli Gaur Vashisht
14613722,AngularJS Channel,AngularJS-DelhiNCR,https://www.meetup.com/AngularJS-DelhiNCR/,0,1400778912e3,NA,110014052,Ravi Bhushan
14614082,Delhi R Users Group Meetup,Delhi-R-Users-Group-Meetup,https://www.meetup.com/Delhi-R-Users-Group-Meetup/,0,1400780511e3,NA,147702572,Deepali Mishra
14625772,TeamGoGetter,TeamGoGetter,https://www.meetup.com/TeamGoGetter/,0,1400833902e3,NA,122609472,Rajib Dev
14642052,Delhi Education & Technology Meetup,Delhi-Education-Technology-Meetup,https://www.meetup.com/Delhi-Education-Technology-Meetup/,0,1400910889e3,Delhi Education and Technology Group –AIM is “LEARN AND SHARE”. We are deliriously happy to invite professionals to join our group which aim is to build a team of highly qualified professionals who join together to contribute their best to accomplish desired objectives. Please do join to make our group idea a grand success and celebrate the feeling of giving.,147836422,Prem
14643252,Celebration of Life Meetup,Celebration-of-Life-Meetup,https://www.meetup.com/Celebration-of-Life-Meetup/,0,1400920446e3,"<p>Our group, Celebration of Life is based on this belief: that each moment is meaningful and deserves to be celebrated. From this basic idea, Celebration of Life can be whatever we want it to be. If you find joy and purpose in every moment and have a quest to further explore life, come join us on this journey of self realization from inside out. Our group is big on exploring outdoors and invites all outdoor enthusiasts. Everyone genuinely interested is welcome.</p>",139304832,Shakti Bhatia
14644642,HRLoveStartups  - A Change Leaders Initiative,hrlovestatups,https://www.meetup.com/hrlovestatups/,5,1400931171e3,"<p><span>What is there for me?</span> <br></p>
<p>HR: Be part of a idea while its taking shape of a Product, or help startup&nbsp;in putting right basics in place or help startup scale fast.&nbsp;</p>
<p>Entrepreneur: Validate your ideas with seasoned Hr Professionals from different industry, or get inputs in building organisation.</p>
<p>Startup lovers are welcome to join this group.&nbsp;</p>
<p><span>This is a free meet up group and there are no charges for any meet up.&nbsp;</span><span>Generally meet up are organized at office of a startups however in case we meet at some hotel premises then we have to buy a tea/ coffee to let us meet.&nbsp;</span> <br></p>
<p><span>In case you have a product or service to sell, will advise you to connect in advance &amp; take permission from organizer as none of us would like to hear a sales pitch in such focus group meetups. &nbsp;</span></p>",141114942,Roshan Kumar Rawat
14644792,Delhi 3D Printing - Clothing Meetup,Delhi-3D-Printing-Clothing-Meetup,https://www.meetup.com/Delhi-3D-Printing-Clothing-Meetup/,0,1400931913e3,This is a meetup group for people interested in exploring viability for 3D printing clothes.,148150702,Mudit Khurana
14649352,Noida Brazilian JiuJitsu Meetup,Noida-Brazilian-JiuJitsu-Meetup,https://www.meetup.com/Noida-Brazilian-JiuJitsu-Meetup/,0,1400955106e3,A group discussion about the art of Brazillian Jiu Jitsu. Very rare Self defence art in india but its magical. All those who are interested and want to share their views. Please join the meeting,148186622,Rajat Tyagi
14650262,Delhi Bitcoin Meetup,Delhi-Bitcoin-Meetup,https://www.meetup.com/Delhi-Bitcoin-Meetup/,0,1400959029e3,"The Delhi Bitcoin Meetup’s mission is to cultivate a community of bitcoin enthusiasts who strive to affect change and increase the public acceptance of cryptocurrency. We are miners, investors, entrepreneurs, and innovators engaging in the evolution of virtual currency. We are dedicated to exploring virtual currency investing, trading, mining, pooling and especially innovation. Everyone interested in Bitcoin is welcome to join the group to connect, learn, collaborate and trade.",126789302,kang
14658542,TraVeLLer$,TraVeLLer,https://www.meetup.com/TraVeLLer/,0,1401003524e3,<p>a group for travellers who are looking to xplore new boundaries and travel over weekends..presently a closed group..</p>,125220422,Saurav Chakraborty
14667562,The free spirited,The-free-spirited,https://www.meetup.com/The-free-spirited/,0,1401049854e3,"If you're a young, dynamic and fun person, this group is definitely for you. Sports, food, dating and everything that's fun is hoped to be covered here. Looking forward to connect with like-minded people. Cheers!",148332852,Sankalp Sharma
14672792,Lets go Ladakh,Lets-go-Ladakh,https://www.meetup.com/Lets-go-Ladakh/,0,140107307e4,"<p>Do you suffer from WANDERLUST ?</p>
<p>Welcome to the planet of Travel Obsessed People. Find the best travel mates and experience the spectacular !</p>",74092612,Sameer Gadoo
14673262,Kick that Ball,Kick-that-Ball,https://www.meetup.com/Kick-that-Ball/,0,1401074943e3,Calling all soccer lovers in there.... come out lets kick the ball and have some fun. This group is for anyone interested in playing/talking/enjoying soccer. There is no skill level required for playing soccer. Everyone is welcome. The idea is to enjoy soccer and have fun!!!!,148217122,Vijay Mandradia
14677852,Delhi interior design professionals Meetup,Delhi-interior-design-professionals-Meetup,https://www.meetup.com/Delhi-interior-design-professionals-Meetup/,3.8,1401097256e3,"This  group is for interior designers and design consultants, we are trying to create a platform were designers can discuss fresh ideas and to link interior design and technology. We aim to provide insight, education and an understanding of technology to advance your career or interior design business. looking forward to exploring the freshness in the interior segment  with every one!!",148415132,Richa M Vidhani
14680042,What's iMET Global ?,Whats-iMET-Global,https://www.meetup.com/Whats-iMET-Global/,5,1401106789e3,"<p><span><b>Who should join: </b></span><br>

</p>
<p>·  MSMEs/Entrepreneurs/Start-ups/working professionals/students&amp; house-wives.</p>
<p><span> <b>Why members should join: </b></span></p>
<p>·  Enhanced employability with more industry oriented education.</p>
<p>·  Enhanced global mélange for more cross cultural professional sensitization.</p>
<p>·  Empowering the emerging geographies, cities and communities for mutual business benefits and growth.</p>
<p>·  Promote self employment for more job generation.</p>
<p>·  Empowering SMEs, MSMEs, SMBs and Start ups as growth engines of the new world.</p>
<p>·  Promote Women Entrepreneurship, Social Entrepreneurship and Edupreneurship.</p>
<p>·  Sculpting real professionals out of students as learners and contributors.</p>
<p>·  Platform to promote ideas and portfolios among eager ears waiting to hear you.</p>
<p>·  Create opportunities by building alliances and network to excel.</p>
<p> <b>What members can expect out of the Group: </b></p>
<p>·  You believe in Self Establishment.</p>
<p>·  You are well aware about the traditional trends but lack knowledge of upcoming trends (Business &amp; Marketing).</p>
<p>·  You are finding difficulties in sustaining consistency at all levels of the business cycle.</p>
<p>·  You have a strong focus on relationship and vendor management.</p>
<p>·  Funding or recurring funds have tampered you many times.</p>
<p>·  You fall into the category of being a Studentprenuer, Startup, MSME, Entrepreneur or Professional (Doctors, Lawyers, and Charted Accountants), Women entrepreneur, Social Entrepreneur, Professional institute and International University, Fast Growing Companies, Professionals Building Business Units, Teams, Product Lines or Regions</p>
<p>·  Last but not the least if you require mentoring by experienced practitioners through all hands, hand holding or handshake. You are stuck up somewhere at the landing or take off phase.</p>
<p>--------------------------------------------------------------</p>
<p>What’s iMET?</p>
<p>iMET Global is a learning based collaborative community promoting goal driven Innovation, Mentoring, Entrepreneurship &amp; Talent Building!<br>

 iMET Global Community Initiative: vision 2015</p>
<p>iMET is set to be a global community to develop, promote and encourage innovation, Mentorship, Entrepreneurship and Talent building with Practitioner’s or Doer’s perspective.</p>
<p>iMET activities thus enables an ecosystem of, for and by the professionals to participate, educate, incubate, collaborate and co-exist to make each other Successful.</p>
<p>We came…<br>

 We saw…<br>

 We conquered…!</p>
<p>The roll out plan of iMET community will be through building city/country based chapter presence across APAC, US, Canada and Europe.....................................!!</p>
<p>Regards,</p>
<p>iMET Global<br>

<br>

</p>",147844942,Ritesh Kumar
14688242,Gurgaon Leadership Development Training Meetup,Gurgaon-Leadership-Development-Training-Meetup,https://www.meetup.com/Gurgaon-Leadership-Development-Training-Meetup/,0,1401129503e3,"“Knowledge has to be improved, challenged and increased constantly or it vanishes completely.” Peter F. Drucker (Father of Management) Many organizations put a lot of focus on process improvements but tend to forget the people behind the process. Without trained &amp; motivated people, any process will suffer 7 days of the week. Effective personality and management skills are not innate qualities; these need to be cultivated, developed and learned. Individuals &amp; organizations both need to recognize the traits associated with successful management for enhanced productivity and personal success. This meetup group provides proven strategies for successfully uprooting entrenched habits, driving sustained improvement, and executing change initiatives with the help of a strategic niche company PMC. Our training programs provide customized solutions for building personal excellence of individuals, while naturally exuding the managerial attributes for effective and successful performance in management roles.",105521802,Dr. Suchitra Choudhary
14697972,Delhi Singers & Songwriters Meetup,Delhi-Singers-Songwriters-Meetup,https://www.meetup.com/Delhi-Singers-Songwriters-Meetup/,0,1401161957e3,This group is for anyone interested in music. We could come together and enjoy music.,94213912,Neeraj Jain
14699722,Badminton after work / sundays at CWG Complex (Akshardham),Badminton-after-work-sundays-at-CWG-Complex-Akshardham,https://www.meetup.com/Badminton-after-work-sundays-at-CWG-Complex-Akshardham/,0,1401169617e3,Guys let me know if any you r interested in joining me for Badminton. The plan is to play at CWG Complex near Akshardham Station. The charges Rs 135 / court for 40 mins.,148276812,Saurabh Pathak
14700682,Photographers Adda,Photographers-Adda,https://www.meetup.com/Photographers-Adda/,0,1401173857e3,NA,148568292,Anup Sharma
14702742,Open up Delhi group,Open-up-Delhi-group,https://www.meetup.com/Open-up-Delhi-group/,0,1401185996e3,"<p>""With increase in social networking we are getting socially backward, To get back on track and be more social i have created this group and i hope that this group will go viral and genuine people will show up to support this group.""</p>",148580492,Vineet Bagai
14709772,Punjabis in the town,Punjabis-in-the-town,https://www.meetup.com/Punjabis-in-the-town/,0,1401213308e3,"Calling all the Punjabis in the town. This group is for any Punjabi who stays in Delhi-NCR and wants to have fun the Punjabi-Way. We can arrange for Punjabi meals,Punjabi movies and other exciting events/outings. This group also invites all those who want to know and understand the Punjabi culture and life-style.",148003502,Saurabh Sharma
14729332,"Love, Care and Peace. we are only Being Human.",love-care-and-peace-we-are-only-being-human,https://www.meetup.com/love-care-and-peace-we-are-only-being-human/,0,1401292509e3,NA,148798892,Aarjayh
14742752,Delhi FIFA World Cup Meetup,Delhi-FIFA-World-Cup-Meetup,https://www.meetup.com/Delhi-FIFA-World-Cup-Meetup/,0,1401340753e3,"<p>Its world cup time<br>

Watching football with the ones we don't know,the thing we just know is that the others are too football lovers,what else do we need(couple of beers,football and a tv)<br>

Its a hangout group for true football enthusiast</p>",146281022,varun maheshwari
14743692,VAGABOND CONNECTIONS,meetup-group-OixHSdnC,https://www.meetup.com/meetup-group-OixHSdnC/,4.21,1401346448e3,"<p>This group welcomes all the Travel enthusiast,Avid Travelers &amp; Adventure seekers who are looking for Weekend Trips and partners.We try to keep it on Shoe string Budget and affordable to wanderlusters and co-ordination is expected from every member. <br> We can also have events for anything else that looks like fun. <br> Looking forward to exploring the outdoors adventure with everyone.</p>
<p> <br> </p>
<p>You can find us at FB:<a href=""https://www.facebook.com/pages/Vagabond-Connections/1502006823378759?ref=hl"" class=""linkified"">https://www.facebook.com/pages/Vagabond-Con...</a></p>
<p><span>Or email us at: Vagabondconnections@gmail.com</span></p>
<blockquote> 
 <p> <br></p> 
</blockquote>",127219072,Wandering Divs
14761652,Gurgaon Gaming Meetup,Gurgaon-Gaming-Meetup,https://www.meetup.com/Gurgaon-Gaming-Meetup/,5,1401417938e3,"<p>Hey crazyyy gamers again we are here to make some best memories of yours meet some crazy kids crazy people talk for the fun we will have bowling games this time as it is the most voted play of all times We will have fun talks food everything<br>

Everyone will pay for his own stuff only Members will be happy to join So meet us if u can Lets click pictures and create some memories</p>",149068332,Prashant
14763662,Delhi meet for business & Career,delhi-meet-for-business-Career,https://www.meetup.com/delhi-meet-for-business-Career/,5,1401427464e3,"<p>Hello to all young enterpreneurs who think bit different from other and have big dreams, And not interested in routine life work and wanna do business in some new creative fields and areas by joining efforts of people So this group we just created to discuss new ideas and discuss their complete aspects like technology, product type, financial aspect, environmental aspect, feasibility, tenure and ""how creative we are??"" We dont want so many people in this group, just want best people to make some thing new and beautiful for this world....</p>",145152702,Shashank Agrawal
14767112,"Delhi Anxiety, Panic Disorder Meetup",Delhi-Anxiety-Panic-Disorder-Meetup,https://www.meetup.com/Delhi-Anxiety-Panic-Disorder-Meetup/,0,1401450842e3,"""all people who want to share their thoughts on anxiety and tremors are welcome here, discussing and sharing can help a lot.""",102139032,rahul
14769972,HIDE and SEEK Exclusive social group,HIDE-and-SEEK-Exclusive-social-group,https://www.meetup.com/HIDE-and-SEEK-Exclusive-social-group/,0,1401461584e3,<p>Its a group for like minded people to socialise in a dynamic environment. make friends first and network thereafter</p>,115450452,Shashank Garg
14783522,Internet Marketing Lounge,Internet-Marketing-Lounge,https://www.meetup.com/Internet-Marketing-Lounge/,0,1401519365e3,"<p>The lounge welcomes all crazy Internet Marketers who wants to discuss the new strategies that work... and work awesome. This is an informal (and formal at times) lounge to discuss all goods and bads of online marketing. Let the ideas come and other marketers will nod or beat. </p>
<p>There is a secret special chamber for business owners who will be approaching best of the marketers in lounge for paid campaigns. </p>
<p>So, if you're the one who is confident, experimenting with new methods and bold enough to share the outcomes, just jump in.</p>
<p>Be best!</p>
<p>Another crazy marketer!</p>
<p><br>

</p>
<p><br>

</p>",8306001,Sunita Biddu
14791492,Married Couples Enjoying Life Couples Meetup,Married-Couples-Enjoying-Life-Couples-Meetup,https://www.meetup.com/Married-Couples-Enjoying-Life-Couples-Meetup/,0,1401561079e3,<p>Hi this group is for married couples who are 45 plus . Members will go out minimum 2 times a month for dinners at good places only in south delhi. Group will also like to meet and celebrate all festival and imp days of the year . It's basically making friends and then celebrating life together . Group will be of married couples professionals or entrepreneurs . Going for coffee dinners and ultimately being good friends and having dinners at home and later travel together with like minded people</p>,144472342,Sharda
14792002,Delhi Entrepreneurship Meetup,Delhi-Entrepreneurship-Meetup,https://www.meetup.com/Delhi-Entrepreneurship-Meetup/,4.5,1401563078e3,"With 15+ years of combined corporate experience, three of us young chaps - two MBAs and one engineer, were looking out for a business opportunity. We tried our own stuff, whacked our brains and came up with several ideas, we did well but never were satisfied.. until we came across our current opportunity. Lo and behold.. our lives changed! Now we work hard and at the same time help other budding entrepreneurs to create something of their own. We hold frequent meetups and share our journey. And for those who are serious, we share the opportunity! The work is simple, the money is mind blowing!",141134072,Soumajit Dey
14800802,Fun and happyness,Fun-and-happyness,https://www.meetup.com/Fun-and-happyness/,0,1401608587e3,"<p>This group is for those who want to meet new people and have a good social network. We will have regular meet ups according to the voting for the best timings. Hope to have fun with you all techie people ;)</p>
<p>Only the true profiles will be accepted after a small conversation.<br>

</p>",149303422,Adi Popli
14802212,Beer time in CP Delhi,Beer-time-in-CP-Delhi,https://www.meetup.com/Beer-time-in-CP-Delhi/,0,1401619607e3,"Though of creating this group to have people who like Beer or other drinks and want to spend some good quality time over the weekends, this also helps to build your social network.",82284492,Rajesh Pardhe
14804692,"XebiTest: Meet, Learn, Share and have fun",XebiTest-Meetup,https://www.meetup.com/XebiTest-Meetup/,4.64,140163293e4,"<p>The intent of this group is to foster a spirit of learning and sharing within the testing community and help each other grow personally as well as professionally. The process of giving back to the community is rewarding and fun at the same time and together lets sow the seeds of a new learning culture. </p>
<p>Doesn't matter if you are a testing ninja or a testing newbie; together we will learn something new.</p>",15506991,Gaurav Bansal
14808062,Delhi Reading Meetup,Delhi-Reading-Meetup,https://www.meetup.com/Delhi-Reading-Meetup/,0,1401645806e3,THIS IS A GROUP FOR ANYONE INTERESTED IN READING AND WRITING ANYTHING. ALL SKILLS ARE WELCOME. I STARTED THIS GROUP TO MEET OUTDOOR ENTHUSIASTS.,149437632,RAHUL SANKLA
14820352,Delhi iPhone developers Meetup,Delhi-iPhone-developers-Meetup,https://www.meetup.com/Delhi-iPhone-developers-Meetup/,0,140168917e4,all iphone developer can join this group .,149529192,Pragati Singh
14822072,Delhi Android Application Development Meetup,Delhi-Android-Application-Development-Meetup,https://www.meetup.com/Delhi-Android-Application-Development-Meetup/,0,1401697248e3,<p>To make and develop new mobile applications and help overcome challenges that we face in daily life.</p>,149540132,Naman
14822752,Delhi Hablamos Espanol Meetup,Delhi-Hablamos-Espanol-Meetup,https://www.meetup.com/Delhi-Hablamos-Espanol-Meetup/,0,1401700894e3,"Lets get together to do some Spanish thinking over munching tortillas y cerveza. It is not classes but a fun get together and opportunity to keep our Spanish speaking brain cells alive. If you speak Portuguese , even then you are free to join us.",127910492,Anand Mann
14822872,New Corporate Law,meetup-group-mUeiVAHe,https://www.meetup.com/meetup-group-mUeiVAHe/,0,1401701556e3,"Edvancedge Knowledge Ventures upcoming seminar “New Corporate Law – Way Forward in the lights of Companies Act 2013” promotes the exchange of thoughts on the changes introduced to the existing framework of corporate law under the new act and discusses the impact of several new concepts & provisions on corporate operations in India. 
http://edvancedge.com/new-corporate-law.aspx
",143162772,edvancedge.com
14824202,Security Camera,Security-Camera,https://www.meetup.com/Security-Camera/,0,140170854e4,Let's Know about Spy security camera and gadgets.,149554202,Ryan Thomous
14824822,Ghaziabad's : Happy Club,Ghaziabads-Happy-Club,https://www.meetup.com/Ghaziabads-Happy-Club/,0,1401710934e3,"This is a group for anyone interested in meeting new people, networking over coffee, dining out, making new friends.",149265972,Priyeshu Garg
14831942,Clicknexplore,Clicknexplore,https://www.meetup.com/Clicknexplore/,5,1401730121e3,"<p>We meet to share our experiences and inspire others to explore new destinations.</p>
<p>Also do cheap road trips around Delhi for photography.</p>",92095892,Partha Chowdhury
14844652,Salsa Nights - Salsa dancing group,Salsa-Nights-in,https://www.meetup.com/Salsa-Nights-in/,4.83,1401765482e3,"<p>Salsa nights is a meetup group for Enthusiasts of Latin Partnerwork dance forms such as Salsa, Bachata, Zouk.&nbsp;</p>
<p>If you know/want to learn and/or practice any of these dance forms, this meetup group is for you. We will organize free classes, social dancing meetups and put together groups for socials and dance festivals. Our mission is to promote salsa and help dancers, especially newcomers improve their skills and have fun in dance nights.</p>",126393912,StepUp
14845352,Couples with or without kids (No Singles Please),Couples-with-or-without-kids-No-Singles-Please,https://www.meetup.com/Couples-with-or-without-kids-No-Singles-Please/,0,1401767382e3,"Very Important to every relationship is time together just relaxing and having fun. This is a group for couples (with or without kids) who are interested in clean wholesome fun activities be it a game of bowling, a weekend getaway, a picnic, a movie, a day trip, a meal at a restaurant, community sports , learning a new life skill and anything else that looks like fun. We'll meet once or twice a month preferably on a weekend .",87101272,Sameer
14846682,Women Who Code Delhi,Women-Who-Code-Delhi,https://www.meetup.com/Women-Who-Code-Delhi/,4.37,1401772758e3,"<p>Join us by attending a WWCode event or signing up at <a href=""http://www.womenwhocode.com"">www.womenwhocode.com</a>.</p>
<p>Women Who Code is the largest and most active community of engineers dedicated to inspiring women to excel in technology careers. We envision a world where women are representative as technical executives, founders, VCs, board members, and software engineers. Our programs are designed to get you there. </p>
<p>Who should join?</p>
<p>Our community is for professional women in technology careers, including software engineers, developers, UX/UI designers, data scientists and more. Current and aspiring coders are welcome. Bring your laptop and a friend!</p>
<p>What to expect? </p>
<p>Our events offer free hands on technical events, study groups, panel discussions, lightning talks, and keynotes featuring influential tech industry experts, innovators, and investors. We help you build the skills you need to raise your professional profile and achieve greater career success. </p>
<p>Support us: </p>
<p>WWCode relies on donations to support this catalytic movement. Funding directly impacts our ability to deliver programs and expand to more cities, ensuring that even more women have the opportunity to excel in tech careers. womenwhocode.com/donate</p>
<p>Share a Job with our Community:</p>
<p>Post your jobs on the Women Who Code Job Board and hire from our exclusive community of technical professionals. Get started at womenwhocode.com/companies.</p>
<p>Code of Conduct:</p>
<p>WWCode is an inclusive community, dedicated to providing an empowering experience for everyone who participates in or supports our community, regardless of gender, gender identity and expression, sexual orientation, ability, physical appearance, body size, race, ethnicity, age, religion, socioeconomic status, caste, creed, political affiliation, or preferred programming language(s). Our events are intended to inspire women to excel in technology careers, and anyone who is there for this purpose is welcome. We do not tolerate harassment of members in any form. </p>
<p>Our Code of Conduct applies to all WWCode events and online communities. Read the full version and access our incident report form at <a href=""http://www.womenwhocode.com/codeofconduct"">www.womenwhocode.com/codeofconduct</a> </p>
<p>Terms of Service:</p>
<p>Everyone who participates in our community agrees to abide by our Terms of Service. Read it at www.womenwhocode.com/tos </p>
<p>Privacy Policy:</p>
<p>Everyone who participates in our community agrees to abide by our Privacy Policy.<br><span>Read it at www.womenwhocode.com/privacy-policy</span></p>
<span>Connect with #WWCode Delhi:</span>
<span><br></span>
<p>WWCode Delhi: womenwhocode.com/delhi <br>Twitter: twitter.com/wwcode_delhi <br>Facebook: facebook.com/womenwhocodedelhi</p>
<p>#WWCode Global Network</p>
<p>Facebook: facebook.com/womenwhocode&nbsp; <br>Twitter: twitter.com/womenwhocode&nbsp; <br><a>Code Review: bit.ly/WWCodeReview&nbsp;</a>&nbsp; <br>Github: github.com/orgs/WomenWhoCode&nbsp; <br>womenwhocode.com</p>
<br>
<p><a href=""http://fb.com/womenwhocode""></a></p>",129339582,Women Who Code
14850832,Delhi-NCR Property/Real estate/Facility Management Meetup,Delhi-NCR-Property-Real-estate-Facilitty-Management-Meetup,https://www.meetup.com/Delhi-NCR-Property-Real-estate-Facilitty-Management-Meetup/,0,1401795782e3,"<p>This group is created to spread awareness about how to maintain the civil/mechanical/and electrical infrastructure of a property/ real estate/ facility. Commonly known as ""Facility Management"". The idea is to imbibe knowledge to the users about various aspects of structural, operational , technical, legal and environmental requirements while using a place , be it for residential purpose like flats, bungalows, high-rises, or be it for office purpose like IT Parks, BPO's, mixed Office complexes , or be it for commercial purpose like mall, hotel, hospital, educational institution and many more.</p>",144421072,Ashok Kumar Koul
14851152,Delhi UX Design Meetup,Delhi-UX-Design-Meetup,https://www.meetup.com/Delhi-UX-Design-Meetup/,0,1401797457e3,This is a group for anyone interested in UX and UI design. All skills levels are welcome. I started this group because to meet other outdoor enthusiasts. Looking forward to exploring the outdoors with everybody.,149736352,mukesh
14852072,Delhi Fine Arts Meetup,Delhi-Fine-Arts-Meetup,https://www.meetup.com/Delhi-Fine-Arts-Meetup/,0,1401800634e3,NA,149744292,Baljeet Kaur
14856952,Delhi NCR 3D Printing Meetup,Delhi-NCR-3D-Printing-Meetup,https://www.meetup.com/Delhi-NCR-3D-Printing-Meetup/,5,1401815157e3,"<p>This group is 'for the' 3D Prototyping knowledge seekers &amp; practitioners, 'by the' 3D prototyping techies and 'of the' 3D professionals. Please visit our website at iprintmytoys.com to understand more about 3D Printing.</p>",148135932,avikshit
14860202,Delhi poker club,Delhi-poker-club,https://www.meetup.com/Delhi-poker-club/,0,1401824723e3,This is a group for anyone interested in Texas Hold'em Poker. Looking forward to having home games.,149807492,Aayush
14867062,Delhi Table Tennis Meetup,Delhi-Table-Tennis-Meetup,https://www.meetup.com/Delhi-Table-Tennis-Meetup/,0,1401847949e3,<p>Looking for people to play table tennis preferably in sirifort sports complex.</p>,149865222,Nikhil Pant
14870322,Jam the Music (Singers and all music players),Gurgaon-Music-Group,https://www.meetup.com/Gurgaon-Music-Group/,0,1401859772e3,"<p>Hello everyone out there. Let's meet and discuss music in depth and create something. Let's communicate through music.</p>
<p>All singers, guitarists, pianists, tabla players, synthesizer players, drummers, flute players and all kind of instrument players are welcomed.</p>
<p>The purpose is to explore and share the music..!</p>
<p>Let's have some good music time together.</p>",111134052,Keshav Singla
14871622,Delhi Bird Photographers Meetup,delhibirdphotographers,https://www.meetup.com/delhibirdphotographers/,4.17,1401866448e3,"<p>A group of bird photography enthusiasts of all ages, experts as well as beginners, who love meeting up on weekends with their cameras and equipment at known and unknown birding haunts. Members learn from each other, pick up valuable birding tips, identify birds, discuss equipment and techniques, and host/participate in events.</p>
<p>Our FB page, accessible only to members, is on https://www.facebook.com/groups/DelhiBirdPhotographers/</p>",146721332,Mathew Joseph
14872062,Pyladies India,PyladiesIndia,https://www.meetup.com/PyladiesIndia/,3,1401869219e3,"<p>This is a group of light minded people getting together to explore Python. We plan to have Meetups, hackathons, casual discussions to learn python. It doesn't matter if you are a professional python developer, or haven't touched the terminal before, all levels are welcome!<br>

</p>
<p><span>PyLadies</span> India, is an Indian chapter, focusing on helping more women developers interested in Python programming language.<br>

</p>
<p>Men are also welcome as guests of members!</p>",149899822,Rituparna
14872072,Delhi Diving Meetup,Delhi-Diving-Meetup,https://www.meetup.com/Delhi-Diving-Meetup/,0,1401869258e3,<p>Calling out to all the divers currently getting bored.</p>,149899742,Shaurya Peedo
